,budget,usa_gross_income,worlwide_gross_income
2000,,,
2001,,,
2002,,,
2003,,,
2004,,,
2005,$ 428000,,
2006,,,
2007,,,
2008,$ 378000,,
2009,,,
2010,,,
2011,$ 675000,,
2012,$ 727400,,
2013,,,
2014,,,
2015,,,
2016,,,
2017,GBP 50000,,$ 51711
2018,,,
2019,$ 366000,,
2020,,,
2021,,,
2022,,,
2023,,,
2024,,,
2025,,,
2026,$ 1152000,,
2027,,,
2028,,,
2029,,,
2030,,,
2031,,,
2032,,,
2033,$ 778000,,
2034,,,
2035,$ 950000,,
2036,,,
2037,,,
2038,,,
2039,,,
2040,,,
2041,,,
2042,,,
2043,,,
2044,,,
2045,,,
2046,$ 427000,,
2047,,,
2048,$ 397024,,$ 10493
2049,,,
2050,,,
2051,,,
2052,,,
2053,,,
2054,$ 1200000,,
2055,,,
2056,,,
2057,,,
2058,,,
2059,,,
2060,,,
2061,,,
2062,,,
2063,$ 110000,,
2064,,,
2065,$ 1138000,,
2066,,,
2067,,,
2068,,,
2069,,,
2070,,,
2071,,,
2072,,,
2073,,,
2074,,,
2075,,,
2076,$ 748900,,
2077,,,
2078,,,
2079,$ 10000,,
2080,,,
2081,$ 350000,,
2082,$ 800000,,$ 2375
2083,,,
2084,,,
2085,,,
2086,,,
2087,,,
2088,,,
2089,,,
2090,,,
2091,,,
2092,,,
2093,,,
2094,,,
2095,,,
2096,,,
2097,,,
2098,,,
2099,,,
2100,,,
2101,,,
2102,,,
2103,,,
2104,,,
2105,$ 450000,,
2106,,,
2107,,,
2108,,,
2109,,,
2110,,,
2111,,,
2112,,,
2113,$ 586000,,
2114,,,
2115,,,
2116,,,
2117,,,
2118,,,$ 7478
2119,,,
2120,,,
2121,,,
2122,,,
2123,,,
2124,,,
2125,,,
2126,,,
2127,$ 85000,,
2128,,,
2129,,,
2130,,,
2131,,,
2132,,,
2133,,,
2134,$ 493000,,
2135,$ 243000,,
2136,,,
2137,,,
2138,,,
2139,,,
2140,,,
2141,,,
2142,,,
2143,$ 1000000,,
2144,GBP 27000,,
2145,,,
2146,$ 600000,,
2147,,,
2148,,,
2149,,,
2150,,,
2151,,,
2152,,$ 1500000,
2153,,,
2154,,,
2155,,,
2156,,,
2157,FRF 2100000,,
2158,$ 257502,,
2159,,,
2160,,,
2161,,,
2162,,,
2163,,,
2164,$ 100000,,
2165,,,
2166,$ 305177,,
2167,$ 337152,,
2168,,,
2169,,,
2170,,,
2171,,,
2172,,,
2173,$ 80000,,
2174,$ 202798,,
2175,,,
2176,$ 1000000,,
2177,,,
2178,$ 167000,,
2179,$ 35000,,
2180,$ 189000,,
2181,,,
2182,,,
2183,,,
2184,$ 1950000,,
2185,,,
2186,,,
2187,$ 215375,,
2188,,,
2189,,,
2190,,,
2191,,,
2192,,,
2193,,,
2194,$ 573000,,
2195,,$ 2537520,$ 3956700
2196,,,
2197,GBP 30000,,
2198,$ 765000,,
2199,,,
2200,,,
2201,,,
2202,,,
2203,,,
2204,,,
2205,,,
2206,,,
2207,,,
2208,,,
2209,,,
2210,,,
2211,,,
2212,,,
2213,,,
2214,,,
2215,,,
2216,,,
2217,$ 70000,,
2218,,,
2219,,,
2220,,,
2221,,,
2222,,,
2223,,,
2224,,,
2225,,,
2226,,,
2227,$ 115000,,
2228,$ 858000,,
2229,,,
2230,,,
2231,,,
2232,,,
2233,,,
2234,,,
2235,,,
2236,,,
2237,$ 610000,,$ 2493
2238,,,
2239,,,
2240,,,
2241,,,
2242,,,
2243,,,
2244,,,
2245,,,
2246,,,
2247,,,
2248,,,
2249,,,
2250,,,
2251,,,
2252,,,
2253,,,
2254,,,
2255,,,
2256,,,
2257,,,
2258,,,
2259,,,
2260,$ 280000,,
2261,,,
2262,,,
2263,,,
2264,,,
2265,,,
2266,,,
2267,,,
2268,,,
2269,$ 641000,,
2270,,,
2271,,,
2272,,,
2273,,,
2274,,,
2275,,$ 1962000,
2276,,,
2277,,,
2278,$ 609000,,
2279,,,
2280,,,
2281,,,
2282,,,
2283,$ 12500,,
2284,,,
2285,,,
2286,,,
2287,,,
2288,,,
2289,,,
2290,$ 195393,,
2291,,,
2292,$ 35000,,
2293,,,
2294,$ 238000,,
2295,,,
2296,,,
2297,,,
2298,,,
2299,,,
2300,,,
2301,,,
2302,,,
2303,,,
2304,,,
2305,,,
2306,,,
2307,,,
2308,,,
2309,,,
2310,$ 683000,,
2311,,,
2312,,,
2313,,,
2314,,,
2315,$ 1050500,,
2316,$ 1100000,,
2317,,,
2318,,,
2319,,,
2320,,,
2321,,,
2322,,,
2323,,,
2324,,,
2325,,,
2326,,,
2327,,,
2328,$ 235000,,
2329,,,
2330,$ 100000,,
2331,,,$ 941774
2332,$ 289000,,
2333,,,
2334,,,$ 8605
2335,,,
2336,,,
2337,,,
2338,,,
2339,,,
2340,,,
2341,,,
2342,$ 1200000,,
2343,,,
2344,,,
2345,,,
2346,,,
2347,,,
2348,,,
2349,,,
2350,,,
2351,,,
2352,,,
2353,,,
2354,$ 300000,,
2355,,$ 36438,$ 38002
2356,,,
2357,,,
2358,,,
2359,,,
2360,,,
2361,,$ 8262,$ 8262
2362,,,
2363,,,
2364,,,
2365,$ 119343,,
2366,,,
2367,,,
2368,$ 1200000,,
2369,,,
2370,,,
2371,,,
2372,,,
2373,,,
2374,,,
2375,,,
2376,,,
2377,,,
2378,$ 369000,,
2379,,,
2380,,,
2381,$ 360000,,
2382,,,
2383,$ 747000,,
2384,,,
2385,,,$ 11712
2386,,,
2387,,,
2388,,,
2389,$ 2200000,,
2390,,,
2391,,,
2392,,,
2393,,,
2394,,,$ 17807
2395,,,
2396,,,
2397,,,
2398,,,
2399,,,
2400,,,
2401,,,
2402,$ 1119000,,
2403,,,
2404,,,
2405,,,
2406,,,
2407,,,
2408,$ 367000,,
2409,,,
2410,,,
2411,,,
2412,,,
2413,,,
2414,,,
2415,,,
2416,,,
2417,,,
2418,,,
2419,$ 300000,,
2420,,,
2421,,,
2422,,,
2423,,,
2424,,,
2425,,,
2426,,,
2427,,,
2428,,,
2429,,,
2430,,,
2431,,,
2432,,,
2433,,,
2434,,,
2435,$ 850000,,
2436,,,
2437,,,
2438,,,
2439,,,
2440,$ 578000,,
2441,,,
2442,,,
2443,,,
2444,,,
2445,,,
2446,,,
2447,,,
2448,,$ 240000,
2449,,,
2450,,,
2451,,,
2452,,,
2453,$ 1032000,,
2454,$ 1500000,$ 163577,$ 457688
2455,,,$ 3337
2456,,,
2457,,,
2458,,,
2459,,,
2460,$ 800000,,
2461,,,
2462,,,
2463,,,
2464,,,
2465,,,
2466,,,
2467,$ 656000,,
2468,,,
2469,,,
2470,,,
2471,,,
2472,,,
2473,,,
2474,$ 511383,,
2475,,$ 2000000,
2476,,,
2477,,,
2478,,,
2479,$ 500000,,
2480,$ 247000,,
2481,$ 466000,,
2482,,,
2483,$ 1000000,,
2484,,,
2485,,,
2486,,,
2487,,,
2488,,,
2489,,,
2490,,,
2491,,,
2492,,,
2493,,,
2494,,,
2495,,,
2496,,,
2497,$ 600000,,
2498,$ 75000,,
2499,,,
2500,,,
2501,,,
2502,,,
2503,,,
2504,,,
2505,,,
2506,,,
2507,,,
2508,,,
2509,,,
2510,,,
2511,,,
2512,,,
2513,$ 1300000,,
2514,,,
2515,,,
2516,,,
2517,,,
2518,,,
2519,,,
2520,,,
2521,,,
2522,,,
2523,,,
2524,,,
2525,,,
2526,,,
2527,,,
2528,,,
2529,,,
2530,,,
2531,,,
2532,,,
2533,,,
2534,,,
2535,,,
2536,,,
2537,,,
2538,,,
2539,,,
2540,$ 614000,,
2541,,,
2542,$ 886000,,$ 4961
2543,,,
2544,$ 1058000,,
2545,,,
2546,,,
2547,,,
2548,,,
2549,,,
2550,,,
2551,GBP 300000,,
2552,,,
2553,,,
2554,,,
2555,,,
2556,$ 326000,,
2557,,,
2558,,,
2559,,,
2560,,,
2561,,,
2562,,,
2563,,,
2564,,,
2565,,,
2566,,,
2567,,,
2568,,,
2569,,,
2570,$ 1500000,,
2571,$ 99000,,
2572,,,
2573,,,
2574,,,
2575,,,
2576,,,
2577,$ 217000,,
2578,,,
2579,,,
2580,,,
2581,,,
2582,,,
2583,,,
2584,,,
2585,$ 519000,,
2586,,,
2587,,,
2588,,,
2589,,,
2590,$ 574000,,
2591,,,
2592,,,
2593,,,
2594,,,
2595,,,
2596,,,
2597,,,
2598,$ 1000000,,
2599,,,
2600,,,
2601,,,
2602,,,
2603,,,
2604,,,
2605,,,
2606,$ 600000,,
2607,,,
2608,,,
2609,,,
2610,,,
2611,,,
2612,,,
2613,,,
2614,,,
2615,$ 621000,,
2616,,,
2617,,,
2618,,,
2619,,,
2620,,,
2621,,,
2622,,,
2623,$ 500000,,
2624,$ 960000,,
2625,,,
2626,,,
2627,,,
2628,,,
2629,,,
2630,,,
2631,,,
2632,,,
2633,,,
2634,,,
2635,$ 1645000,,
2636,,,
2637,,,
2638,,,
2639,,,
2640,$ 513000,,
2641,$ 2732000,,
2642,$ 10000,,
2643,$ 1035000,,
2644,,,
2645,,,
2646,,,
2647,,,
2648,,,
2649,,,
2650,$ 300000,,
2651,,,
2652,,,
2653,,,
2654,,,
2655,,,
2656,,,
2657,,,
2658,,,
2659,,,
2660,,,
2661,GBP 20000,,
2662,,,
2663,$ 620000,,
2664,,,
2665,,,
2666,,,
2667,,,
2668,,,
2669,$ 190000,,
2670,,,
2671,,,
2672,,,
2673,,,
2674,,,
2675,$ 485000,,
2676,,,
2677,,,
2678,,,
2679,,,
2680,,,
2681,,,
2682,,,
2683,,,
2684,,,
2685,$ 2800000,,
2686,,,
2687,,,$ 19821
2688,,,
2689,,,
2690,$ 513000,,
2691,,,
2692,,,
2693,$ 35000,,
2694,,,
2695,,,
2696,,,
2697,,,
2698,$ 1900000,,
2699,,,
2700,,,
2701,,,
2702,$ 727000,,
2703,,,
2704,,,
2705,,,
2706,,,
2707,,,
2708,,,
2709,$ 2000000,,
2710,$ 70000,,
2711,$ 500000,,
2712,,,
2713,,,
2714,,,
2715,,,
2716,,,
2717,,,
2718,,,
2719,,,
2720,,,
2721,,,
2722,,,
2723,$ 300000,,
2724,,,
2725,,,
2726,,,
2727,,,
2728,,,
2729,,,
2730,$ 741000,,
2731,,,
2732,,,
2733,,,
2734,,,
2735,,,
2736,,,
2737,,,
2738,$ 4000000,,
2739,,,
2740,,,
2741,,,
2742,,,
2743,,,
2744,,,
2745,,,
2746,,,
2747,,,
2748,,,
2749,,,
2750,,,
2751,$ 200000,,
2752,,,
2753,,,
2754,,,
2755,,,
2756,,,
2757,,,
2758,,,
2759,,,
2760,,,
2761,,,
2762,,,
2763,,,
2764,,,
2765,,,
2766,,,
2767,,,
2768,,,
2769,,,
2770,,,
2771,,,
2772,,,
2773,$ 1831927,,$ 3765
2774,,,
2775,,,
2776,,,
2777,,,
2778,,,
2779,$ 762000,,
2780,,,
2781,,,
2782,,,
2783,$ 109164,,
2784,$ 1547000,,
2785,,,
2786,,,
2787,,,
2788,$ 299000,,
2789,,,
2790,,,
2791,,,
2792,$ 1250000,,
2793,,,
2794,,,
2795,$ 60000,$ 155895,$ 155895
2796,,,
2797,,,
2798,,,
2799,,,
2800,,,
2801,,,
2802,,,
2803,$ 2000000,,
2804,,,
2805,,,
2806,$ 107217,,
2807,$ 365000,,
2808,$ 1144000,,
2809,,,
2810,,,
2811,,,
2812,,,
2813,,,
2814,,,
2815,,,
2816,$ 991000,,$ 6662
2817,,,
2818,,,
2819,,,
2820,,,
2821,,,
2822,,,
2823,,,
2824,,,
2825,,,
2826,,,
2827,$ 1499000,$ 184925486,$ 184925486
2828,,,
2829,$ 900000,,
2830,,,
2831,,,
2832,,,
2833,,,
2834,$ 1173639,,
2835,,$ 2000000,
2836,,,
2837,,,
2838,,,
2839,,,
2840,$ 739621,,
2841,,,
2842,,,
2843,,,
2844,,,
2845,,,
2846,,,
2847,,,
2848,,,
2849,,,
2850,,,
2851,,,
2852,,,
2853,,,
2854,,,
2855,,,
2856,$ 1072000,,
2857,$ 500000,,
2858,$ 1400000,,
2859,,,
2860,,,
2861,$ 100000,,
2862,,,
2863,,,
2864,,,
2865,,,
2866,,,
2867,,,
2868,,,
2869,,,
2870,,,
2871,,,
2872,$ 1500000,,
2873,,,
2874,,,
2875,,,
2876,,,
2877,,,
2878,$ 448000,,
2879,,,
2880,,,
2881,,,
2882,,,
2883,,,
2884,,,
2885,$ 575000,,
2886,,,
2887,,,
2888,$ 110753,,
2889,,,
2890,,,
2891,,,
2892,,,
2893,,,
2894,,,
2895,$ 2000000,,
2896,$ 1900000,,
2897,,,
2898,,,
2899,,,
2900,,,$ 2226
2901,$ 2000000,,
2902,,,
2903,,,
2904,,,
2905,,,
2906,,,
2907,,,
2908,,,
2909,,,
2910,,,
2911,,,
2912,,,
2913,,,
2914,,,
2915,,,
2916,,,
2917,,,
2918,,,
2919,,,
2920,,,
2921,,,
2922,,,
2923,,,
2924,,,
2925,$ 1073000,,$ 11180
2926,,,
2927,,,
2928,,,
2929,,,
2930,,,
2931,,,
2932,,,
2933,$ 1253000,,
2934,,,
2935,,,
2936,,,
2937,,,
2938,,,
2939,$ 24000,,
2940,,,
2941,,,
2942,,,
2943,,,
2944,,,
2945,,,
2946,$ 1500000,,
2947,,,
2948,,,
2949,,,
2950,,,
2951,,,
2952,,,
2953,,,
2954,,,
2955,,,
2956,$ 156991,,
2957,,,
2958,GBP 99000,,
2959,,,
2960,,,
2961,,,
2962,,,
2963,,,
2964,,,
2965,,,
2966,,,
2967,,,
2968,,,
2969,,,$ 4991
2970,,,
2971,,,
2972,,,
2973,$ 1300000,,
2974,,,
2975,,,
2976,,,
2977,,,
2978,,,
2979,,,
2980,,,
2981,,,
2982,,,
2983,,,
2984,,,
2985,,,
2986,,,
2987,,,
2988,,,
2989,,,
2990,$ 1800000,,
2991,,,
2992,,,
2993,,,
2994,$ 966000,,
2995,,,
2996,,,
2997,$ 400000,,
2998,,,
2999,,,
3000,,,
3001,,,
3002,,,
3003,,,$ 14486
3004,,,
3005,,,
3006,$ 428800,,
3007,,,
3008,,,
3009,,,
3010,,,
3011,,,
3012,,,
3013,,,
3014,,,
3015,$ 1250000,,
3016,,,
3017,,,
3018,,,
3019,,,
3020,$ 750000,,
3021,,,
3022,,,$ 39776
3023,,,
3024,,,
3025,,,
3026,,,
3027,$ 566000,,
3028,,,
3029,,,
3030,,,
3031,,,
3032,,,
3033,,,
3034,,,
3035,,,
3036,,,
3037,,,
3038,,,
3039,$ 84000,,
3040,$ 513000,,
3041,$ 595000,,
3042,$ 2926000,,
3043,,,
3044,,,
3045,,,
3046,,,
3047,,,
3048,,,
3049,$ 358000,,
3050,,,
3051,,,
3052,,,
3053,,,
3054,,,
3055,,,
3056,,,
3057,,,
3058,,,
3059,,,
3060,,,
3061,,,
3062,,,
3063,,,
3064,,,
3065,$ 359000,,
3066,,,
3067,,,
3068,,,
3069,,,
3070,,,
3071,,,
3072,,,
3073,$ 820000,,
3074,GBP 87000,,
3075,,,
3076,,$ 27389,$ 39623
3077,,,
3078,,,
3079,,,
3080,,,
3081,,,
3082,,,
3083,,,
3084,,,
3085,$ 240000,,
3086,,,
3087,$ 884000,,
3088,,,
3089,,,
3090,,,
3091,,,
3092,,,
3093,,,
3094,,,
3095,,,
3096,,,
3097,,,
3098,,,
3099,,,
3100,,,
3101,,,
3102,,,
3103,,,
3104,,,
3105,,,
3106,,,
3107,,,
3108,,,
3109,,,
3110,,,
3111,,,
3112,,,
3113,,,
3114,,,
3115,,,
3116,,,
3117,,,
3118,,,
3119,$ 2000000,,
3120,,,
3121,,,
3122,,,
3123,,,
3124,,,
3125,,,
3126,,,
3127,,,
3128,$ 100000,,
3129,,,
3130,,,
3131,,,
3132,,,
3133,,,
3134,,,
3135,,,
3136,,,
3137,$ 839000,,
3138,,,
3139,$ 1564000,,
3140,,,
3141,,,
3142,,,
3143,,,
3144,,,
3145,$ 738733,,
3146,,,
3147,,,
3148,,,
3149,,,
3150,,,
3151,,,
3152,$ 703000,,
3153,,,
3154,,,
3155,,,
3156,,,
3157,$ 220000,,
3158,,,
3159,,,
3160,,,
3161,,,
3162,$ 1644736,,
3163,$ 789000,,
3164,,,
3165,,,
3166,,,
3167,,,
3168,,$ 95100,
3169,,,
3170,,,
3171,,,
3172,,,
3173,$ 696000,,
3174,,,
3175,,,
3176,,,
3177,,,
3178,,,
3179,,,
3180,,,
3181,,,
3182,,,
3183,$ 748000,,
3184,,,$ 4149
3185,,,
3186,,,
3187,,,
3188,,$ 254200,
3189,,,
3190,,,
3191,,,
3192,,,
3193,,,
3194,,,
3195,,,
3196,,,
3197,,,
3198,,,
3199,,,
3200,,,
3201,,,
3202,,,
3203,,,
3204,,,
3205,,,
3206,,,
3207,,,
3208,,,
3209,,,
3210,,,
3211,$ 120000,,
3212,,,
3213,,,
3214,,,
3215,,,
3216,,,
3217,,,
3218,$ 1500000,,
3219,,,
3220,,,
3221,,,
3222,,,
3223,$ 425000,,
3224,$ 126118,,
3225,,,
3226,,,
3227,,,
3228,,,
3229,,,
3230,,,
3231,,,
3232,,$ 345000,
3233,,,
3234,$ 163530,,
3235,$ 1000000,,
3236,$ 2000000,,$ 10360
3237,,,
3238,$ 735000,,
3239,,,
3240,,,
3241,,,
3242,,,
3243,,$ 184500,
3244,,$ 193100,
3245,,,
3246,,,
3247,,,
3248,$ 607000,,$ 9636
3249,,,
3250,,,
3251,$ 225000,,
3252,,,
3253,,,
3254,,,
3255,,,
3256,,,
3257,,$ 355200,
3258,,,
3259,,,
3260,,,
3261,,,
3262,,,
3263,,,
3264,,,
3265,,,
3266,$ 3977000,$ 200852579,$ 402352579
3267,,,
3268,,,
3269,,,
3270,,,
3271,,,
3272,$ 265000,,
3273,,,
3274,$ 700000,,
3275,$ 1910000,,
3276,,,
3277,,,
3278,,,
3279,,,
3280,,,
3281,,,
3282,,,
3283,$ 2000000,,
3284,,,
3285,,,
3286,,,
3287,,,
3288,,,
3289,$ 1800000,,
3290,$ 1271000,,
3291,,,
3292,$ 1519000,,
3293,$ 722000,,
3294,,,
3295,,,
3296,,,
3297,,,
3298,$ 800000,,
3299,,,
3300,,,
3301,,,
3302,,,
3303,,,
3304,$ 1600000,,$ 3444
3305,,$ 35321,$ 35321
3306,,,
3307,,$ 251300,
3308,SEK 150000,,
3309,,,
3310,,,
3311,,,
3312,,,
3313,,,
3314,,,
3315,$ 913000,,
3316,,,
3317,,,
3318,,,
3319,,,
3320,,,
3321,GBP 30000,,
3322,$ 1000000,,
3323,,,
3324,,,
3325,,,
3326,$ 589000,,
3327,,,
3328,,,
3329,,,
3330,,,
3331,,,
3332,,,
3333,,,
3334,,,
3335,$ 1000000,,
3336,,,
3337,,,
3338,,,
3339,,,
3340,,,$ 12513
3341,,,
3342,,,
3343,,,
3344,$ 8000,,
3345,,,
3346,,,
3347,,,
3348,$ 1900000,$ 144738,$ 144738
3349,,,
3350,,,
3351,,,
3352,,,
3353,,,
3354,,,
3355,,,
3356,,,
3357,,,
3358,,,
3359,$ 1365000,,
3360,,,
3361,,,
3362,,,
3363,,,
3364,,,
3365,,,
3366,,,
3367,,,
3368,,,
3369,,,$ 8554
3370,,,
3371,$ 241000,,
3372,,,
3373,,,
3374,,,
3375,,,
3376,,$ 40000,
3377,$ 1075000,,
3378,,,
3379,,,
3380,$ 2600000,,
3381,,,
3382,$ 2000000,,
3383,,,
3384,,,
3385,,,
3386,,,
3387,,,
3388,,,
3389,FRF 5500500,$ 273641,$ 273641
3390,,,
3391,,,
3392,,,
3393,,,
3394,,,
3395,,,
3396,FIM 933215,,
3397,,,
3398,,,
3399,,,
3400,,,
3401,$ 232000,,
3402,,,
3403,,,
3404,,,
3405,,,
3406,GBP 47300,,
3407,$ 392000,,
3408,,,
3409,$ 2000000,,
3410,,,
3411,$ 1500000,,
3412,$ 1196000,,
3413,,,
3414,$ 258000,,
3415,,,
3416,,$ 285100,
3417,,,
3418,,,
3419,,$ 2265020,$ 4551840
3420,,,
3421,$ 70000,,
3422,$ 253000,,
3423,,,
3424,$ 403000,,
3425,,,
3426,,,
3427,,,
3428,$ 1000000,,
3429,,,
3430,$ 35000,,
3431,$ 1000000,,
3432,,,
3433,,,
3434,,,
3435,,,
3436,,,
3437,,,
3438,,,
3439,,,
3440,$ 1000000,,
3441,,,
3442,,,
3443,,,
3444,,,
3445,,,
3446,$ 1000000,,
3447,,,
3448,,,
3449,,,
3450,,,
3451,$ 2777000,$ 24790250,$ 26142032
3452,,,
3453,$ 1688000,,$ 16161
3454,,$ 624643,$ 624643
3455,,,
3456,,,
3457,,,
3458,,,
3459,,,$ 6125
3460,,,
3461,,,
3462,,,
3463,,,
3464,,,
3465,,,
3466,,,
3467,,,
3468,,,
3469,,,
3470,$ 1370000,,
3471,,,
3472,,,
3473,,,
3474,,,
3475,,,
3476,,,
3477,,,
3478,,,
3479,$ 2000000,,
3480,,,
3481,,,
3482,,,
3483,,,
3484,,,
3485,,,
3486,,,
3487,,,
3488,,,
3489,$ 125750,,
3490,,,
3491,,,
3492,,,
3493,,,
3494,$ 1614000,,
3495,,,
3496,$ 2700000,,
3497,,,
3498,,,
3499,,,
3500,,$ 121000,
3501,,,
3502,,,
3503,,,
3504,,,
3505,,,
3506,,,
3507,,,
3508,,,
3509,,,
3510,,,
3511,,,
3512,,,
3513,,,
3514,,$ 40500,
3515,,,
3516,,,
3517,,,
3518,$ 920000,,
3519,,,
3520,,,
3521,,,
3522,,,
3523,GBP 47000,,
3524,,,
3525,,,GBP 50000
3526,,,
3527,,,
3528,,,
3529,,,
3530,$ 1000000,,
3531,,$ 5247,$ 5247
3532,,,
3533,,,
3534,,,
3535,,,
3536,,,
3537,,,
3538,,,
3539,,,
3540,,,$ 205
3541,,,
3542,,,
3543,,,
3544,$ 166312,,
3545,,,
3546,,,
3547,,,
3548,,,
3549,,,
3550,,,
3551,,,
3552,,,
3553,$ 2280000,$ 76408097,$ 76411401
3554,,,
3555,,,
3556,,,
3557,,,
3558,,,
3559,,,
3560,,,
3561,,,
3562,$ 1500000,,
3563,,,
3564,,,
3565,,,
3566,,,
3567,,,
3568,,,
3569,,,
3570,,,
3571,,,
3572,,,
3573,,,
3574,$ 800000,,
3575,$ 2000000,,$ 969879
3576,$ 350000,,
3577,,,
3578,,,
3579,,,
3580,,,
3581,,,
3582,,,
3583,,$ 50600,
3584,,,
3585,,,
3586,,,
3587,,$ 296000,
3588,,,
3589,,,
3590,$ 178000,,
3591,,,
3592,,,
3593,,,
3594,,,
3595,,,
3596,,,
3597,,,
3598,$ 281743,,
3599,$ 500000,,
3600,$ 269062,,
3601,,,
3602,,,
3603,,,
3604,$ 867000,,
3605,,,
3606,,,
3607,,,
3608,,,
3609,,,
3610,,,
3611,,,
3612,,,
3613,,,
3614,,,
3615,,,
3616,,,
3617,,,
3618,,,$ 16455
3619,,,
3620,,,
3621,,,
3622,,,
3623,$ 718000,,
3624,,,
3625,,,
3626,,,
3627,$ 682495,,
3628,,,
3629,$ 733000,,
3630,,,
3631,,,
3632,,,
3633,,,
3634,,,
3635,,,
3636,,,
3637,$ 1000000,,$ 3424
3638,,,
3639,,,
3640,,,
3641,,,
3642,,,
3643,,,
3644,,,
3645,,,
3646,,,
3647,,,
3648,,,
3649,,,
3650,,,
3651,,,
3652,,,
3653,,,
3654,,,
3655,,,
3656,$ 147381,,
3657,,,
3658,,,
3659,,,
3660,,,
3661,,,
3662,$ 2677762,,
3663,,,
3664,,,
3665,,,
3666,,,
3667,,,
3668,,,
3669,$ 217000,,
3670,,,
3671,,$ 404524,$ 411442
3672,$ 2600000,$ 84254167,$ 121892045
3673,,,
3674,,,
3675,,,
3676,$ 702000,,
3677,,,
3678,,$ 86600,
3679,$ 1288000,,$ 72275
3680,,$ 167800,
3681,,,
3682,,,
3683,,,
3684,,,
3685,,,
3686,,,
3687,,,
3688,,,
3689,,,
3690,$ 1000000,,
3691,,,
3692,,,
3693,$ 1700000,,
3694,,,
3695,,,
3696,$ 760000,,
3697,,,
3698,,,$ 36368
3699,,,
3700,,,
3701,$ 212000,,
3702,,,
3703,,,
3704,,,
3705,$ 800000,,
3706,,,
3707,,,
3708,,,
3709,,,
3710,,,
3711,,,
3712,,,
3713,$ 1252000,,
3714,$ 171200,,
3715,$ 838661,,
3716,,,
3717,$ 1103000,,
3718,,,
3719,,,
3720,,,
3721,,$ 1940200,
3722,,,
3723,,,
3724,,,
3725,,,
3726,,,
3727,,,
3728,,,
3729,$ 400000,,
3730,,,
3731,,$ 268948,
3732,,,
3733,,,
3734,,,
3735,$ 100000,,
3736,,,
3737,,,
3738,,,
3739,,,
3740,,,
3741,,,
3742,,,
3743,,,
3744,$ 427000,,
3745,,,
3746,,,
3747,,,
3748,$ 1000000,,
3749,,,
3750,,,
3751,,,$ 31111
3752,$ 362000,,
3753,$ 2000000,,
3754,,,
3755,,,
3756,,,
3757,,,
3758,$ 353000,,
3759,,,
3760,,,
3761,,,
3762,,,
3763,,,
3764,$ 488000,,
3765,$ 135553,,
3766,,,
3767,,,
3768,,,
3769,,,
3770,,,
3771,,,
3772,,,
3773,,,
3774,,,
3775,,,
3776,,,
3777,,,
3778,,,
3779,,,
3780,,,
3781,,,
3782,$ 45000,,
3783,,,
3784,$ 165000,,
3785,,,
3786,,,
3787,,,
3788,$ 1411000,,
3789,,,
3790,$ 857283,,
3791,$ 176000,,
3792,,,
3793,,,
3794,,,
3795,,,
3796,,,
3797,$ 5000,,
3798,,,
3799,,,
3800,,,
3801,,,
3802,,,
3803,,,
3804,,,
3805,,,
3806,$ 180000,,
3807,,,
3808,,,
3809,,,
3810,,,
3811,,,
3812,,,
3813,,,
3814,,,
3815,,,
3816,$ 839727,$ 1585634,$ 1594107
3817,,,
3818,,,
3819,,,
3820,,,
3821,,,
3822,,,
3823,,,
3824,,,
3825,,,
3826,,,
3827,,,
3828,,,
3829,,,
3830,,,
3831,,,
3832,,,
3833,,,
3834,,,
3835,,,
3836,,,
3837,$ 1700000,,
3838,,,
3839,,,
3840,,,
3841,,,
3842,,,
3843,,,
3844,$ 950000,,$ 3731
3845,,,
3846,,,
3847,,,
3848,,,
3849,,,
3850,,,
3851,,,
3852,,,
3853,,,
3854,,,
3855,,,
3856,,,
3857,,,
3858,GBP 132000,,
3859,,,
3860,$ 244000,,
3861,,,
3862,,,
3863,,,
3864,,,
3865,,,
3866,,,
3867,,,
3868,,,
3869,,,
3870,,,
3871,,,
3872,,,
3873,,,
3874,$ 689000,,
3875,,,
3876,,,
3877,,,
3878,,,
3879,,,
3880,,,$ 4982
3881,,,
3882,,,
3883,,,
3884,$ 455000,,
3885,,,
3886,,,
3887,$ 190000,,
3888,,,
3889,$ 899000,,
3890,,,
3891,$ 93000,,
3892,$ 1250000,,
3893,,,
3894,,,
3895,$ 462000,,
3896,,,
3897,,,
3898,,,
3899,,,
3900,$ 380000,,
3901,,,
3902,,,
3903,,,
3904,$ 1166000,,
3905,,,
3906,$ 651000,,
3907,,,
3908,,,
3909,,,
3910,,,
3911,,,
3912,,,
3913,,,
3914,,,
3915,,,
3916,,,
3917,,,
3918,,,
3919,$ 863460,,
3920,,,$ 13020
3921,,,
3922,,,
3923,,,
3924,,,
3925,,,
3926,,,
3927,,,
3928,$ 401000,,
3929,,,
3930,,,
3931,,,
3932,,,
3933,,,
3934,$ 889000,,
3935,,,
3936,,,
3937,,,
3938,,,
3939,,,
3940,$ 375000,,$ 1255
3941,$ 250000,,
3942,,,
3943,$ 1050000,,
3944,,,
3945,,,
3946,,,
3947,,,
3948,,,
3949,,,
3950,,,
3951,,,
3952,,,
3953,,,
3954,,,
3955,,,
3956,,,
3957,,,
3958,,,
3959,,,
3960,$ 503000,,
3961,,,
3962,$ 929000,,
